,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,activity
4248,44.5,0.5,18.25,0.43,7.5,0.87,0
4249,44.5,0.5,18.5,0.5,8.25,0.43,0
4250,44.5,0.5,18.25,0.43,6.0,1.41,0
4251,44.5,0.5,18.25,0.43,8.0,0.71,0
4252,44.5,0.5,18.75,0.43,9.5,0.5,0
4253,44.5,0.5,18.25,0.43,11.0,1.22,0
4254,44.5,0.5,19.25,0.83,10.0,1.22,0
4255,44.5,0.5,19.25,0.83,6.25,1.3,0
4256,44.5,0.5,19.0,0.82,5.33,0.94,0
4257,44.5,0.5,19.0,0.0,7.75,0.83,0
4258,44.5,0.5,19.75,0.83,7.75,1.09,0
4259,44.67,0.47,19.5,0.5,9.33,1.25,0
3895,36.75,1.3,15.75,6.94,19.25,3.34,1
3896,34.75,1.79,18.25,3.7,13.0,3.24,1
3897,30.75,9.12,13.5,7.23,20.25,1.3,1
3898,39.0,1.87,15.0,3.24,18.5,3.57,1
3899,43.25,1.48,16.67,3.4,12.5,2.5,1
3900,36.25,3.19,15.25,5.93,13.5,7.02,1
3901,33.5,1.5,22.33,1.25,15.0,0.0,1
3902,35.0,3.74,17.67,2.87,16.0,3.67,1
3903,34.67,4.78,14.75,3.27,12.33,3.4,1
3904,41.0,1.22,17.0,3.67,15.5,3.2,1
3905,41.75,0.83,14.33,4.03,12.5,4.5,1
3906,34.67,2.36,21.0,0.0,17.0,2.16,1
3907,34.75,1.79,17.0,1.0,15.0,1.87,1
3908,27.75,10.76,16.0,1.41,17.0,4.85,1
3909,37.5,2.6,15.25,3.56,19.25,1.3,1
4260,44.33,0.47,20.0,0.82,11.0,1.22,0
4261,44.33,0.47,19.67,0.47,11.75,0.43,0
4262,44.75,0.43,19.5,0.5,10.0,0.71,0
4263,44.75,0.43,19.25,1.09,10.75,0.83,0
4264,45.0,0.0,19.75,0.43,11.25,0.83,0
3910,42.5,1.5,19.0,1.73,14.5,4.72,1
3911,35.5,3.91,13.0,2.16,15.0,4.97,1
3912,36.0,0.0,22.5,1.66,17.5,5.55,1
3913,38.0,1.63,17.75,3.49,14.33,3.86,1
3914,34.67,2.36,15.33,1.89,18.67,1.7,1
4265,44.5,0.5,19.75,0.43,11.5,0.5,0
4266,44.75,0.43,20.25,0.43,10.0,0.0,0
4267,44.5,0.5,20.5,0.5,8.5,0.87,0
4268,44.5,0.5,19.67,0.47,9.0,0.82,0
4269,44.5,0.5,19.5,0.5,9.5,0.87,0
3915,40.67,1.7,3.0,0.0,18.67,4.71,1
3916,42.75,1.09,13.0,7.12,15.33,2.49,1
3917,35.25,4.44,17.67,4.71,15.33,5.19,1
3918,31.0,0.82,20.5,1.5,16.0,1.22,1
3919,30.75,3.9,12.0,9.0,16.25,1.3,1
3920,38.25,3.27,16.75,2.49,17.5,2.06,1
3921,43.25,1.3,18.0,2.12,16.75,2.95,1
3922,37.5,3.2,14.0,3.32,15.75,2.86,1
3923,36.0,2.12,20.5,0.5,15.25,3.7,1
3924,31.67,1.25,21.67,0.94,13.0,3.0,1
4270,44.67,0.47,18.33,0.47,11.0,1.0,0
4271,44.5,0.5,19.25,0.83,11.5,0.5,0
4272,44.5,0.5,19.25,0.43,11.75,0.43,0
4273,44.33,0.47,19.0,0.0,10.5,0.5,0
4274,44.5,0.5,18.25,0.43,8.75,0.43,0
4275,44.5,0.5,18.75,0.43,8.0,1.22,0
4276,44.5,0.5,18.5,0.5,9.75,0.83,0
4277,44.5,0.5,18.25,0.43,10.75,0.83,0
4278,44.5,0.5,18.75,0.43,11.5,0.87,0
4279,44.5,0.5,20.0,1.22,11.75,0.43,0
4280,44.5,0.5,19.25,0.43,9.5,0.5,0
4281,44.5,0.5,19.0,0.0,7.67,1.25,0
4282,44.67,0.47,18.75,0.43,6.0,0.0,0
4283,44.5,0.5,18.5,0.5,5.75,0.83,0
4284,44.5,0.5,18.75,0.43,7.0,0.71,0
4285,44.5,0.5,18.25,0.43,8.0,1.58,0
4286,44.5,0.5,19.0,0.71,10.25,1.09,0
4287,44.33,0.47,19.33,0.47,10.75,0.83,0
4288,44.5,0.5,18.0,0.0,11.25,0.43,0
4289,44.6,0.49,18.0,0.0,11.25,0.83,0
3925,36.0,3.74,12.5,3.77,19.25,1.64,1
3926,40.0,1.22,13.25,2.95,15.0,8.75,1
3927,44.0,0.82,17.0,3.54,19.0,0.82,1
3928,38.5,4.15,12.5,5.22,15.25,5.45,1
3929,36.67,0.94,19.67,1.25,18.0,6.75,1
3930,34.75,1.79,19.5,2.6,14.0,2.12,1
3931,32.25,6.76,10.67,4.78,14.75,4.66,1
3932,38.75,2.17,14.0,2.94,19.25,1.79,1
3933,42.5,0.87,19.33,1.7,17.0,2.45,1
3934,37.25,3.19,15.33,1.7,15.33,1.25,1
3935,36.33,0.47,19.0,1.58,18.33,4.5,1
3936,36.0,4.06,17.25,3.9,11.5,6.26,1
3937,33.5,4.5,15.0,4.42,12.0,2.74,1
3938,38.5,0.5,11.67,7.76,20.0,1.58,1
3939,43.25,1.3,18.33,2.49,17.25,3.27,1
3940,39.75,2.49,9.5,4.27,13.5,3.35,1
3941,35.25,3.27,15.67,1.25,19.0,0.82,1
3942,34.0,4.24,16.0,1.22,15.25,2.77,1
3943,36.33,2.36,10.75,3.49,19.25,2.05,1
3944,42.0,0.0,15.33,2.49,19.0,3.46,1
4290,44.33,0.47,18.67,0.94,11.75,0.83,0
4291,44.5,0.5,18.0,0.0,11.0,0.71,0
4292,44.5,0.5,18.5,0.5,11.5,0.87,0
4293,44.25,0.83,18.5,0.5,9.75,1.3,0
4294,44.25,0.43,18.25,0.43,6.5,0.5,0
4295,44.0,0.71,18.5,0.5,4.0,1.58,0
4296,44.25,0.83,18.33,0.47,6.33,0.47,0
4297,43.5,0.5,18.5,0.5,3.0,0.0,0
4298,43.5,0.5,18.0,0.0,2.67,1.25,0
4299,43.75,0.83,18.5,0.5,7.25,0.83,0
4300,44.5,0.5,18.25,0.43,5.25,1.48,0
4301,44.5,0.5,18.0,0.0,1.33,0.47,0
4302,44.5,0.5,18.67,0.47,6.33,1.7,0
4303,44.5,0.5,18.0,0.0,6.75,1.48,0
4304,44.67,0.47,18.0,0.0,3.67,0.47,0
3945,40.67,2.05,13.75,7.36,14.33,4.19,1
3946,36.0,1.87,19.0,3.56,20.67,5.44,1
3947,33.75,3.77,22.0,0.71,11.75,3.49,1
3948,32.0,4.0,11.5,3.5,20.33,0.47,1
3949,38.75,1.3,13.75,2.28,18.25,2.17,1
4305,44.5,0.5,17.75,0.43,5.0,0.71,0
4306,44.5,0.5,17.5,0.5,2.75,0.43,0
4307,44.5,0.5,18.0,0.0,2.0,1.22,0
4308,44.5,0.5,18.0,0.0,4.75,1.3,0
4309,44.33,0.47,18.33,0.47,5.75,0.43,0
3950,42.75,0.83,17.5,1.5,19.75,2.17,1
3951,43.67,1.25,13.0,2.16,11.25,2.49,1
3952,36.0,4.24,16.5,6.22,20.25,3.34,1
3953,32.75,2.17,23.75,0.43,14.75,3.7,1
3954,35.0,4.08,19.33,6.6,17.75,5.36,1
3955,37.0,3.74,13.5,3.35,17.25,2.28,1
3956,42.0,2.12,15.75,6.3,19.0,2.12,1
3957,39.75,5.76,15.5,2.29,15.25,4.38,1
3958,34.5,1.5,21.75,0.83,18.75,3.9,1
3959,33.75,3.27,19.75,2.77,13.33,5.19,1
4310,44.5,0.5,18.5,0.5,5.75,0.83,0
4311,44.5,0.5,18.0,0.0,3.5,1.12,0
4312,44.25,0.43,18.0,0.0,1.0,0.0,0
4313,44.25,0.83,18.8,0.98,2.0,0.0,0
4314,44.5,0.5,19.25,0.43,1.0,0.0,0
3960,35.0,3.74,13.67,4.78,17.0,3.24,1
3961,40.5,1.5,11.0,3.0,17.5,2.06,1
3962,43.0,0.71,12.25,1.92,11.25,5.12,1
3963,36.0,3.32,9.33,6.94,11.33,4.19,1
3964,33.25,1.64,19.5,1.5,15.75,2.49,1
3965,34.0,3.67,14.25,3.9,15.25,3.7,1
3966,39.0,0.0,13.0,1.0,20.67,0.47,1
3967,43.0,1.0,11.67,5.56,19.0,2.16,1
3968,43.75,1.09,16.5,1.12,11.67,8.22,1
3969,36.0,4.24,14.25,7.46,15.25,2.49,1
4315,44.5,0.5,18.75,0.83,5.25,1.79,0
4316,44.5,0.5,19.33,0.47,6.0,0.82,0
4317,44.5,0.5,19.25,0.83,7.25,1.3,0
4318,44.5,0.5,19.0,0.71,8.0,0.71,0
4319,44.67,0.47,18.0,0.0,9.0,0.0,0
4320,44.5,0.5,15.0,0.71,9.25,0.43,0
4321,44.75,0.43,13.0,0.71,11.25,0.83,0
4322,41.33,0.94,15.33,0.47,11.0,1.22,0
4323,39.5,0.87,16.75,1.09,10.0,1.58,0
4324,39.25,0.43,15.75,2.49,15.25,2.17,0
4325,39.0,0.0,16.75,2.59,15.0,2.12,0
4326,39.5,0.5,21.25,1.09,15.75,3.27,0
4327,38.5,0.87,24.0,0.0,22.0,0.71,0
4328,37.0,1.0,24.0,0.0,21.0,0.0,0
4329,37.5,0.5,21.25,0.43,18.75,2.49,0
3970,32.25,2.49,16.0,3.94,12.25,3.7,1
3971,29.33,6.8,13.0,1.0,20.33,0.47,1
3972,39.0,1.87,13.25,5.26,20.33,2.49,1
3973,43.25,1.09,17.67,2.05,19.33,2.05,1
3974,37.0,3.24,11.33,2.62,15.75,2.59,1
4330,37.67,1.25,18.5,1.5,7.33,4.11,0
4331,37.0,1.0,19.75,0.83,9.25,3.9,0
4332,36.67,0.94,17.0,1.41,11.0,1.63,0
4333,37.0,1.0,15.33,0.47,13.67,0.94,0
4334,37.0,1.0,14.67,0.47,12.67,0.47,0
4335,37.25,0.83,16.0,1.22,10.0,0.71,0
4336,38.0,1.0,17.75,0.43,6.0,3.08,0
4337,38.0,1.0,17.25,0.83,6.0,0.0,0
4338,38.25,0.83,18.0,0.0,5.67,1.7,0
4339,36.67,0.94,18.0,0.0,7.33,1.25,0
3975,33.0,2.12,18.25,2.17,19.5,2.69,1
3976,35.75,5.26,17.0,1.58,10.0,4.24,1
3977,38.25,1.48,15.0,0.0,16.67,2.87,1
3978,42.25,1.79,15.0,6.48,19.67,0.94,1
3979,43.0,1.41,12.67,2.49,19.67,1.25,1
4340,36.75,0.83,17.6,1.02,11.2,0.75,0
4341,36.75,0.83,17.0,0.82,11.33,0.47,0
4342,38.5,0.5,17.6,0.49,7.8,1.6,0
4343,40.25,1.3,16.5,0.87,6.75,2.28,0
4344,41.25,1.3,16.25,0.43,9.0,0.71,0
3980,33.0,2.45,18.0,4.24,15.75,4.32,1
3981,33.25,0.43,15.25,2.28,12.5,2.29,1
3982,31.67,5.44,19.67,1.25,16.75,3.49,1
3983,37.75,1.3,12.67,3.68,18.0,3.54,1
3984,41.0,1.22,16.33,5.25,19.33,1.25,1
3985,42.33,1.25,12.5,1.5,18.33,2.49,1
3986,33.75,2.49,18.0,4.3,18.75,2.28,1
3987,33.0,0.0,15.0,2.24,15.5,0.87,1
3988,33.0,5.61,15.5,5.12,17.5,3.35,1
3989,36.67,0.94,13.67,3.77,17.0,4.9,1
3990,40.25,2.05,18.0,0.71,19.5,2.6,1
3991,42.75,1.09,13.75,2.68,11.5,6.42,1
3992,36.25,2.05,19.33,1.25,17.75,4.09,1
3993,33.0,1.87,17.33,0.94,14.0,2.16,1
3994,32.25,5.54,15.0,4.12,20.5,0.87,1
3995,39.0,0.0,14.25,2.68,19.5,1.5,1
3996,43.75,1.79,20.0,0.71,18.67,1.7,1
3997,39.67,3.3,15.0,2.45,17.33,0.94,1
3998,35.0,1.22,22.75,1.3,19.25,3.27,1
3999,33.25,3.49,19.75,2.77,14.25,3.96,1
4000,35.0,4.9,11.5,3.5,14.0,4.06,1
4001,40.75,1.3,14.75,3.9,13.25,1.79,1
4002,43.75,1.3,17.0,2.16,15.0,2.94,1
4003,34.25,5.45,11.33,2.87,16.25,2.49,1
4004,32.25,3.27,15.75,1.3,21.0,0.71,1
4345,38.0,1.0,15.5,0.5,4.5,1.5,0
4346,37.67,1.25,17.25,0.83,2.0,0.0,0
4347,37.0,1.0,16.25,1.3,4.25,1.79,0
4348,37.25,0.83,15.25,0.43,5.5,0.5,0
4349,37.5,1.12,13.5,1.5,3.0,1.87,0
4350,37.33,0.47,13.33,0.94,5.67,2.05,0
4351,37.25,0.83,14.5,0.87,7.75,1.09,0
4352,37.0,1.0,16.25,0.83,6.5,0.5,0
4353,38.25,0.83,14.0,0.82,8.33,1.7,0
4354,38.5,0.5,15.0,0.71,5.75,1.3,0
4355,38.75,0.43,15.75,0.83,6.0,0.0,0
4356,39.0,0.0,14.5,0.87,9.0,0.0,0
4357,39.5,0.5,11.5,0.87,9.25,0.43,0
4358,38.0,1.0,12.0,0.0,9.67,0.47,0
4359,37.75,0.83,14.75,2.28,8.25,2.38,0
4360,37.67,1.25,17.75,0.43,5.0,2.83,0
4361,38.0,1.0,17.5,0.5,2.25,1.09,0
4362,40.0,1.58,17.0,0.71,8.0,2.35,0
4363,42.67,0.47,17.67,0.47,10.5,1.12,0
4364,42.25,0.43,18.0,0.0,11.25,0.83,0
4365,42.0,0.0,17.75,0.43,10.0,0.71,0
4366,42.0,0.0,17.5,0.87,11.5,0.5,0
4367,42.0,0.0,15.75,0.83,11.0,0.71,0
4368,42.75,0.83,15.25,0.43,11.0,1.87,0
4369,42.25,0.43,14.25,0.83,12.0,0.0,0
4005,31.75,3.03,16.33,3.09,13.75,2.05,1
4006,37.67,1.25,16.33,1.25,16.67,1.7,1
4007,44.0,1.58,11.5,1.8,19.25,1.79,1
4008,38.5,4.15,12.75,3.27,15.75,2.59,1
4009,34.75,1.79,14.75,2.77,14.5,7.83,1
4010,33.33,4.71,17.0,1.41,10.5,6.34,1
4011,33.33,4.03,15.0,0.0,16.75,4.32,1
4012,40.0,1.22,10.75,4.44,20.0,2.12,1
4013,43.75,1.3,13.33,3.09,18.0,2.55,1
4014,33.75,5.63,15.5,2.87,17.0,2.74,1
4015,32.0,1.22,20.0,1.22,14.25,2.49,1
4016,34.5,3.35,12.0,4.36,18.5,2.29,1
4017,38.25,1.48,14.5,1.5,17.25,0.83,1
4018,42.5,0.87,14.67,2.62,18.67,0.94,1
4019,35.5,4.09,11.75,2.17,15.25,3.9,1
4020,33.5,0.87,16.75,2.28,17.25,2.28,1
4021,35.75,7.15,14.75,5.36,16.75,1.64,1
4022,35.25,3.34,13.0,4.85,16.0,2.0,1
4023,43.5,2.06,14.0,2.45,18.75,1.92,1
4024,43.33,1.25,12.67,2.05,15.33,2.49,1
4370,42.0,0.0,15.0,0.0,7.33,1.89,0
4371,41.5,0.5,14.0,0.71,3.0,0.0,0
4372,41.67,0.47,14.25,0.83,11.0,1.63,0
4373,41.5,0.5,16.25,0.83,9.75,1.79,0
4374,42.75,0.83,14.67,0.47,9.33,1.25,0
4375,42.33,0.47,17.67,0.47,10.0,1.22,0
4376,42.25,0.43,15.75,0.83,7.25,1.09,0
4377,42.25,0.43,14.25,0.43,7.5,2.18,0
4378,42.0,0.0,12.5,0.5,8.5,0.87,0
4379,42.0,0.0,15.0,1.22,8.5,0.87,0
4025,38.0,1.41,11.33,2.05,18.75,1.48,1
4026,32.33,0.94,20.67,0.47,15.0,8.15,1
4027,32.67,4.5,16.33,3.68,14.25,3.34,1
4028,38.0,3.0,11.75,4.15,20.5,1.5,1
4029,42.75,1.3,18.0,1.87,15.0,4.24,1
4380,42.0,0.0,15.5,0.5,7.75,1.09,0
4381,42.25,0.43,16.0,1.22,9.0,2.55,0
4382,42.0,0.0,12.67,0.94,10.33,0.94,0
4383,42.0,0.0,10.67,1.25,11.0,1.41,0
4384,42.5,0.5,11.25,0.83,11.75,1.79,0
4385,43.67,0.47,13.75,0.83,10.0,0.82,0
4386,41.75,0.43,16.25,0.43,9.25,1.09,0
4387,40.5,0.5,17.25,0.83,7.0,1.0,0
4388,40.0,0.82,16.67,0.94,8.25,1.48,0
4389,40.25,0.83,15.5,0.87,9.25,0.43,0
4030,38.5,2.29,15.33,0.47,19.0,0.82,1
4031,35.67,2.05,20.0,1.22,16.0,2.94,1
4032,33.0,3.67,19.33,0.47,12.75,1.92,1
4033,33.0,2.45,15.67,1.7,17.5,1.66,1
4034,38.75,1.09,10.75,4.71,19.5,2.06,1
4035,42.75,1.3,15.0,1.87,19.5,1.8,1
4036,40.0,5.87,11.0,4.55,19.5,1.12,1
4037,33.75,1.3,16.33,3.68,19.0,1.58,1
4038,33.0,4.24,16.25,2.49,16.25,3.49,1
4039,34.75,3.03,14.33,0.94,17.0,1.63,1
4040,40.5,1.12,14.0,2.94,18.0,0.71,1
4041,43.5,1.12,16.0,2.12,18.25,2.77,1
4042,38.33,1.7,17.33,5.73,21.0,0.0,1
4043,32.25,0.83,20.0,1.22,13.75,6.76,1
4044,34.25,3.7,15.33,5.44,13.75,1.48,1
4390,41.0,0.71,15.5,0.87,9.25,0.43,0
4391,41.5,0.5,15.25,0.43,9.75,1.09,0
4392,42.0,0.0,17.5,0.87,7.75,2.28,0
4393,41.5,0.5,16.25,1.3,4.67,1.7,0
4394,41.75,0.43,13.0,1.41,10.0,1.63,0
4395,41.67,0.47,11.25,0.83,9.0,0.82,0
4396,41.25,0.83,11.5,0.5,8.0,0.0,0
4397,41.5,0.5,12.0,0.71,7.25,1.3,0
4398,41.0,0.82,14.67,1.25,8.25,1.3,0
4399,41.5,0.5,17.25,0.83,7.5,0.87,0
4045,39.67,0.47,11.67,5.31,19.0,2.74,1
4046,43.0,1.0,15.33,2.05,15.25,5.58,1
4047,39.25,2.68,14.0,1.41,18.25,1.92,1
4048,35.0,2.12,20.0,1.22,13.5,4.5,1
4049,34.5,3.35,18.5,1.12,15.0,1.87,1
4050,34.0,4.24,15.67,3.3,13.0,2.12,1
4051,40.33,0.94,15.75,2.28,19.67,1.25,1
4052,43.5,1.5,15.75,4.32,17.0,3.67,1
4053,35.0,4.69,15.5,4.27,16.5,3.91,1
4054,33.0,0.0,21.0,0.0,14.5,0.5,1
4400,41.75,0.43,18.0,0.0,11.25,1.3,0
4401,42.0,0.0,17.0,1.0,9.75,1.3,0
4402,42.0,0.0,16.25,0.83,10.0,1.0,0
4403,42.0,0.0,14.75,0.43,9.75,0.83,0
4404,42.0,0.0,15.0,0.0,10.0,1.0,0
4055,34.33,4.99,18.2,1.6,13.4,5.61,1
4056,40.25,1.64,11.67,6.24,20.67,1.25,1
4057,44.0,1.22,17.0,1.22,20.25,2.86,1
4058,36.75,3.27,14.75,1.09,12.0,4.64,1
4059,33.75,1.3,19.5,1.12,17.5,4.15,1
4060,33.25,3.49,19.25,1.3,15.5,3.5,1
4061,35.67,2.87,17.25,2.86,14.0,2.16,1
4062,39.0,0.71,10.67,1.89,16.75,3.49,1
4063,42.0,0.0,16.67,2.62,22.0,0.71,1
4064,41.25,3.27,15.25,3.7,19.25,1.48,1
4065,34.25,1.79,14.0,6.0,19.0,0.82,1
4066,32.5,4.39,11.5,4.72,17.25,4.15,1
4067,38.67,2.05,8.0,4.24,16.75,5.17,1
4068,40.33,1.7,13.0,2.94,20.75,1.79,1
4069,43.0,1.22,14.25,3.27,21.25,0.43,1
4070,36.75,3.27,9.0,4.3,16.5,2.06,1
4071,30.5,2.29,13.67,0.47,18.67,0.94,1
4072,31.75,4.09,13.25,4.21,15.67,5.73,1
4073,38.5,0.5,12.0,1.41,19.25,1.09,1
4074,43.0,1.22,18.33,0.47,18.67,1.7,1
4075,38.5,2.6,13.67,1.89,18.75,1.79,1
4076,33.0,2.12,10.25,5.72,20.25,1.3,1
4077,35.33,5.91,17.75,3.11,13.67,1.25,1
4078,36.25,3.9,13.0,3.94,17.5,0.5,1
4079,40.0,1.63,16.33,3.09,15.5,2.18,1
4080,43.0,1.22,19.75,0.43,13.0,2.94,1
4081,36.25,2.17,15.67,0.47,17.75,0.43,1
4082,33.25,4.09,18.25,4.82,18.75,0.83,1
4083,35.75,4.92,15.33,4.71,14.25,3.34,1
4084,40.0,1.58,13.75,1.92,14.25,4.15,1
4405,42.0,0.0,15.0,0.0,11.5,1.12,0
4406,42.25,0.43,16.67,0.47,12.67,0.94,0
4407,42.0,0.0,17.6,0.49,12.4,0.8,0
4408,41.75,0.43,18.0,0.0,12.0,0.82,0
4409,41.5,0.5,15.75,1.3,12.0,0.71,0
4085,42.5,0.5,19.0,1.0,16.75,4.6,1
4086,38.75,4.55,14.67,1.25,15.25,3.11,1
4087,33.25,2.49,15.33,1.7,21.0,0.0,1
4088,36.25,5.31,15.25,1.92,17.25,3.34,1
4089,38.0,1.63,13.0,3.24,19.67,1.89,1
4090,39.6,1.62,12.75,2.49,13.0,2.76,1
4091,43.0,1.0,11.67,1.7,19.67,1.25,1
4092,31.0,1.41,16.0,2.16,15.75,4.82,1
4093,31.5,1.12,16.75,2.05,18.5,2.5,1
4094,33.75,4.44,15.25,3.9,15.25,3.7,1
4095,39.0,0.82,10.67,2.62,16.0,1.22,1
4096,41.5,1.5,13.0,3.67,18.75,3.34,1
4097,39.25,4.82,12.25,3.9,18.25,3.9,1
4098,32.5,0.87,16.75,2.17,20.75,0.43,1
4099,32.75,3.7,14.75,3.03,14.0,3.74,1
4410,41.5,0.5,14.5,0.5,9.5,0.87,0
4411,41.67,0.47,14.0,1.22,9.33,0.47,0
4412,41.5,0.5,13.25,1.3,11.5,1.8,0
4413,40.0,0.71,12.0,0.0,12.0,0.0,0
4414,38.0,1.41,15.67,1.7,10.25,2.49,0
4100,34.5,3.2,12.25,0.43,14.5,3.04,1
4101,43.0,1.41,15.5,2.5,13.5,4.5,1
4102,39.5,5.55,12.5,5.12,13.75,4.38,1
4103,33.5,1.5,13.5,3.2,17.8,1.6,1
4104,34.25,2.17,18.0,0.0,17.0,3.74,1
4415,36.75,0.83,17.5,0.5,4.67,1.7,0
4416,37.0,1.0,17.0,0.71,10.0,0.0,0
4417,37.0,1.0,15.25,1.09,5.0,1.63,0
4418,37.0,1.0,15.0,0.0,4.0,1.0,0
4419,38.25,0.83,15.25,0.43,6.0,1.41,0
4105,34.75,3.7,13.75,6.8,17.0,2.45,1
4106,37.67,1.25,11.0,1.22,15.33,2.05,1
4107,42.75,1.48,15.25,2.17,17.0,1.41,1
4108,39.0,4.24,16.0,0.0,13.75,3.42,1
4109,31.5,1.12,14.75,2.17,20.5,3.28,1
4110,33.0,3.0,15.0,1.87,14.5,5.12,1
4111,36.25,2.17,11.67,4.19,18.0,0.0,1
4112,40.0,1.22,8.67,5.79,18.25,1.64,1
4113,43.5,1.5,13.0,1.41,19.75,1.09,1
4114,33.75,4.92,10.33,3.4,20.5,2.06,1
4115,31.75,1.09,16.5,2.69,19.25,4.26,1
4116,35.25,4.92,14.0,6.67,13.33,6.6,1
4117,38.0,3.0,15.67,2.49,11.33,6.34,1
4118,43.5,1.5,10.5,2.6,16.5,2.06,1
4119,40.0,4.06,9.5,4.92,9.0,4.58,1
4120,33.33,1.89,16.5,1.5,20.0,1.41,1
4121,32.0,1.22,18.5,1.5,17.0,2.92,1
4122,34.6,4.59,13.25,1.79,14.8,3.37,1
4123,37.5,0.5,7.0,3.74,20.67,2.05,1
4124,42.67,0.94,15.0,0.82,13.5,5.41,1
4125,40.0,4.18,10.25,6.06,13.75,4.02,1
4126,33.75,1.3,13.0,2.12,18.0,0.0,1
4127,33.0,3.94,16.25,2.49,17.0,1.22,1
4128,34.75,4.76,17.25,1.92,15.75,3.9,1
4129,39.75,1.3,11.25,5.12,19.25,1.09,1
4420,41.0,1.22,17.25,0.83,9.25,0.43,0
4421,43.25,0.43,19.0,0.71,12.75,0.83,0
4422,44.0,0.82,19.5,0.5,13.67,1.25,0
4423,44.25,0.43,18.25,0.43,14.5,0.5,0
4424,44.5,0.5,19.25,0.83,12.75,0.83,0
4425,44.0,0.82,18.67,0.94,11.75,0.43,0
4426,43.5,0.5,18.25,0.43,8.0,1.58,0
4427,43.0,0.71,18.0,0.0,5.0,1.58,0
4428,42.5,0.5,17.75,0.43,7.25,1.09,0
4429,42.75,0.43,18.75,0.83,6.25,1.64,0
4130,42.75,1.48,11.0,5.61,18.5,1.5,1
4131,36.0,4.24,12.75,2.49,21.0,2.12,1
4132,32.0,1.22,12.67,4.11,22.67,1.25,1
4133,35.0,4.95,14.33,4.11,11.75,6.72,1
4134,37.75,2.77,17.25,1.3,17.0,3.67,1
4135,42.0,1.22,16.0,1.41,14.75,1.64,1
4136,42.25,0.43,11.0,7.71,15.75,2.17,1
4137,35.5,2.6,15.5,3.57,20.5,2.29,1
4138,33.0,0.0,19.0,2.12,23.0,1.41,1
4139,33.5,4.15,18.0,3.32,17.25,3.56,1
4430,44.25,0.83,18.0,0.0,11.0,1.41,0
4431,44.75,0.43,18.25,0.43,12.25,0.43,0
4432,45.0,0.0,17.5,0.5,11.75,0.43,0
4433,45.0,0.0,18.0,0.0,11.0,1.22,0
4434,45.0,0.0,18.0,0.0,11.67,0.47,0
4140,36.75,2.86,13.5,3.35,15.75,5.26,1
4141,41.0,1.58,8.25,2.17,13.25,4.6,1
4142,43.67,1.89,15.0,3.0,17.25,1.48,1
4143,35.0,4.58,12.75,0.83,15.25,4.02,1
4144,32.6,0.8,16.0,0.71,19.75,1.64,1
4435,44.75,0.43,18.33,0.47,12.33,0.47,0
4436,44.5,0.5,17.25,0.83,8.25,1.48,0
4437,45.0,0.0,16.0,0.82,7.0,0.0,0
4438,44.5,0.5,16.25,0.83,7.5,1.5,0
4439,45.0,0.0,16.5,1.12,8.25,0.43,0
4440,45.0,0.0,18.0,0.0,9.25,0.83,0
4441,45.0,0.0,18.0,0.0,10.75,1.79,0
4442,44.75,0.43,18.0,0.0,12.0,0.0,0
4443,45.0,0.0,18.75,0.83,10.75,0.83,0
4444,45.0,0.0,18.0,0.0,10.75,1.3,0
4145,35.67,6.18,13.33,3.4,14.5,3.2,1
4146,36.5,0.87,11.5,2.69,18.5,2.18,1
4147,42.0,2.12,15.0,2.12,14.5,2.06,1
4148,39.0,6.04,11.0,5.72,10.67,2.62,1
4149,32.25,0.83,13.25,1.3,16.25,3.34,1
4445,45.0,0.0,18.5,0.5,12.0,0.0,0
4446,44.75,0.43,18.0,0.0,11.33,0.47,0
4447,45.0,0.0,18.0,0.0,10.0,0.71,0
4448,44.67,0.47,18.0,0.0,8.33,0.43,0
4449,45.0,0.0,17.75,0.43,10.0,0.82,0
4150,32.25,3.27,16.5,4.03,13.25,2.49,1
4151,35.25,4.92,15.5,2.5,21.33,1.25,1
4152,43.25,0.83,17.0,2.12,17.0,1.58,1
4153,41.5,2.87,19.0,2.83,14.5,2.6,1
4154,34.25,1.79,13.25,2.17,18.0,4.24,1
4155,33.25,1.64,18.0,1.87,16.75,2.49,1
4156,32.67,5.73,12.0,6.04,13.5,1.5,1
4157,36.0,1.87,14.75,2.28,16.0,2.74,1
4158,42.0,1.41,14.0,1.41,19.0,3.46,1
4159,42.0,0.0,18.0,2.0,17.0,2.92,1
4160,37.5,1.5,24.75,1.92,22.0,4.06,1
4161,35.0,1.41,19.0,1.0,19.0,1.0,1
4162,32.0,6.82,14.0,8.15,18.5,3.28,1
4163,40.0,1.41,17.67,4.71,18.75,5.93,1
4164,44.0,1.22,16.5,2.87,20.0,1.73,1
4165,36.25,3.9,15.0,2.45,17.5,4.5,1
4166,32.75,0.43,18.75,1.3,17.0,2.55,1
4167,36.25,5.26,13.75,5.36,17.25,2.49,1
4168,36.5,2.29,13.5,1.5,15.75,1.3,1
4169,41.25,1.3,8.5,3.5,18.67,2.62,1
4450,44.75,0.43,18.0,0.0,7.5,0.87,0
4451,44.5,0.5,17.5,0.5,8.75,0.83,0
4452,45.0,0.0,17.33,0.47,6.75,1.3,0
4453,44.6,0.49,15.6,0.49,6.75,0.83,0
