avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,activity
39.25,1.64,13.33,1.89,15.5,2.6,1
42,0.82,19.5,2.18,20,2.16,1
36.25,5.45,14,3.67,17.25,2.68,1
36,0,20,0.82,18.75,2.49,1
35.25,2.49,20.5,1.5,12.5,3.28,1
31,5.1,12.67,3.09,15.75,2.28,1
38,1.22,13.25,3.96,12.25,1.79,1
40.75,0.83,15,2.55,16.25,1.48,1
42,0,17.67,2.49,16.75,4.66,1
36.25,2.49,15.5,4.39,19,2.24,1
32,2.45,17.25,1.48,16,4.18,1
36.25,3.11,13,1.73,14,4.08,1
35.5,3.35,9.75,3.49,10.75,4.38,1
38.5,1.8,15,3,16,5.24,1
41.25,1.3,18.25,3.27,19.75,2.05,1
36.5,2.29,15.25,2.95,19,2.12,1
33.5,1.5,13.33,0.47,15,2.45,1
34.67,3.68,11.67,0.47,6,0,1
38,0,15,0,16,4.24,1
41.25,0.83,15.67,0.94,13.5,6.1,1
42,0,14,0,14.5,2.5,1
42,0,14,0,14.5,2.5,1
36.77,3.74,14.58,4.79,15.85,3.74,1
36.77,3.74,14.58,4.79,15.85,3.74,1
31.5,4.97,10.33,2.36,12,5.89,1
40.25,2.49,11,5.35,13.33,3.68,1
43,1.22,16.5,1.5,12,4.64,1
39,4.12,15,2.12,16.5,5.32,1
35.25,1.3,19.25,1.09,16.5,1.12,1
34.25,3.03,18.33,1.25,12.33,0.47,1
31.5,5.59,9.5,0.5,16.33,3.68,1
39.5,1.5,10,5.1,14,1.41,1
40.5,1.5,15,1.87,16.5,1.66,1
41,1,9,4.97,15,2.16,1
35.25,3.11,15.5,4.33,18,2.55,1
31.5,1.5,16.5,2.29,20,2.35,1
35.67,3.4,13,3.56,11.5,1.8,1
35.33,3.3,10,4.97,17,3.74,1
38.75,0.43,13,2.12,13.5,3.35,1
40.75,1.3,14.5,3.57,13.75,1.92,1
39,3.67,15,2.45,17.25,5.26,1
35.67,0.47,15,0.71,19.67,1.25,1
34.75,2.38,15,2.55,13.5,2.69,1
32,5,14.33,0.94,15.5,4.5,1
38.75,2.05,11.75,1.92,18,1.87,1
42,0,12.5,5.12,14,4.06,1
37.67,3.4,15.5,0.5,17.33,6.6,1
36,0.71,13.67,1.25,19,1.41,1
33.75,3.9,16.25,1.3,15.75,4.97,1
35.67,2.05,12.25,4.92,13.5,1.5,1
39.67,0.94,15.33,2.05,14.5,2.29,1
42.75,0.83,13.5,3.2,12,4.06,1
37.4,6.47,10.25,5.45,12.75,3.77,1
36.33,0.47,16.67,1.25,16.5,6.69,1
34.5,1.5,18,0.71,15.75,2.49,1
33.67,3.3,16,1.63,10.25,1.79,1
32.75,4.6,11.75,5.31,20.25,2.49,1
39.75,1.48,12.75,3.03,19,1.58,1
38.75,5.17,9.5,3.35,17,2.74,1
33.5,2.87,15.25,2.17,18.75,6.87,1
34.5,1.5,19,2,19,4.06,1
33.5,3.57,22.67,1.25,11.67,0.47,1
33.25,4.44,12.25,1.64,17.5,4.03,1
37.25,1.3,17.75,1.79,11.25,5.4,1
41,1.41,16,1.63,17,0.82,1
36.67,4.03,12.33,3.77,14.25,3.96,1
35.75,0.43,17.25,0.83,19.75,1.09,1
35,3,15.25,2.28,17.5,4.97,1
34.5,4.5,17.5,2.29,9.25,6.76,1
35.5,1.5,15,1.87,16.75,4.32,1
37.5,1.5,14.75,2.49,15.5,2.5,1
38.5,3.35,13.25,5.54,15.25,5.12,1
34.75,2.77,12.67,0.94,20,3.67,1
35.25,1.3,16.5,1.12,22.25,3.34,1
36.5,2.5,15.75,7.05,12.5,1.5,1
33.75,3.27,12.25,3.11,17.25,5.4,1
37.5,1.5,16.25,3.96,9.75,1.79,1
41.75,0.43,19.75,1.3,17,4.53,1
39.5,3.77,14.5,5.17,19.5,3.64,1
35.25,1.3,8.5,4.5,20.33,2.36,1
32.5,2.29,14.25,2.49,18.25,6.26,1
30.75,5.76,15.75,2.49,17,1.58,1
39,1.63,17.33,3.09,16.67,3.68,1
42,0,13.75,3.77,15.25,1.09,1
42,0,13.5,2.69,10.67,1.25,1
33,3.67,15.75,2.49,12.75,6.1,1
36,0,18.75,1.09,19.75,1.3,1
35.67,2.05,14,2.74,5.33,2.05,1
32.67,4.5,13.33,2.62,14.75,4.44,1
40.25,1.3,12.67,5.31,14.25,1.48,1
42,0,15.25,1.48,14,4.74,1
36,2.12,14,3,17.75,2.38,1
33,2.12,12.25,2.49,20.25,4.32,1
34,5.61,14.5,3.57,10.75,4.6,1
31.5,3.35,13.25,2.05,19,2.74,1
40,1.58,16.33,1.25,18.75,2.77,1
41.5,0.5,17,2.83,19.67,0.47,1
36.5,0.5,20,5.1,22.25,2.49,1
35,1.41,26.5,0.5,14.33,0.94,1
36,0,19,2,15.75,2.49,1
31.75,4.02,12.67,2.62,16.75,5.76,1
39.8,1.94,16.5,1.66,15,0.82,1
40.33,0.94,15.33,2.05,15.25,5.31,1
37.25,1.64,17,2.16,21.75,1.79,1
36.5,0.87,19.5,1.12,17,5,1
36.25,0.43,15.5,3.91,10,2.83,1
31.25,5.21,17.33,2.05,14,1.58,1
41,1,16.67,1.25,14,2.92,1
41.25,1.3,17.5,2.29,13.5,2.69,1
35.25,3.27,20.5,3.5,20,1.58,1
34.5,1.5,20.25,1.79,10,2,1
29.67,2.49,16.5,3.5,16.67,3.4,1
38.75,1.09,14.75,4.6,13,5.74,1
42.75,1.3,16.75,1.3,20.25,2.28,1
42.67,1.7,17,4.53,13.67,2.49,1
33.75,2.49,19.25,2.86,18.5,5.77,1
33,0,19.75,1.09,12.75,3.11,1
37.67,3.3,20,2.16,15.5,2.6,1
36.25,3.27,11.67,3.09,14.67,4.03,1
41.33,0.94,16,1.41,20.5,2.5,1
41.2,4.4,16.4,2.58,13,6.42,1
34.75,2.77,17.75,2.17,18.5,2.87,1
33,2.12,20,1.58,18.33,1.7,1
33.75,3.11,17.33,3.68,15.33,2.36,1
36.67,3.3,16.25,1.92,19,1.22,1
42,0.71,15.25,3.27,19.75,1.3,1
41,3,14,7.07,10.75,5.21,1
35.75,3.49,19.33,3.09,18.67,4.78,1
32.75,2.49,19.25,1.3,15.5,1.66,1
33,3,16.5,3.64,12,0,1
32.75,6.72,12,0,17.25,1.92,1
41,0.82,16,2.16,18,1.41,1
41.75,0.43,12.25,5.8,14.75,1.09,1
37.5,1.5,15.75,6.14,17,1.58,1
33,1.87,16,2.12,16.25,1.92,1
31.5,5.32,16,1.63,17,1.63,1
38.5,0.87,13.67,2.49,19.2,2.23,1
41.75,0.43,15.25,3.27,15.25,4.6,1
38.25,1.92,10,1,17.33,0.94,1
37,1.41,19.75,2.77,18.33,3.09,1
36,2.45,16.67,1.89,13,1,1
26.25,7.46,18.67,4.03,11.75,5.45,1
40,1.41,15.5,2.5,13.5,1.5,1
43.4,0.8,16.6,4.13,17.25,2.28,1
38,4.97,8,5.1,12.75,2.49,1
34,2.74,17.5,6.65,16.5,4.03,1
34.5,2.6,17.5,0.5,12.5,4.72,1
36.5,1.5,14,5.52,13.5,2.87,1
39.5,1.8,16.75,1.3,19.25,1.3,1
41.75,1.79,15,2.12,18.25,2.05,1
35.5,3.5,14.67,5.44,19,3.24,1
36,0,19.75,2.59,16,3.24,1
36.75,2.49,18.25,2.68,12.5,3.57,1
36.75,2.49,14.75,2.17,14.25,2.28,1
41.25,1.3,15,0.82,19,0.71,1
40.25,2.68,10,8,15.67,3.3,1
34.75,2.77,18,2.55,17,3.24,1
34,1.41,19.5,1.5,11.67,0.94,1
34,5.05,14.25,4.76,14.5,3.04,1
37,1.41,17,1,13,2.94,1
40.67,1.25,15.67,1.7,14,3,1
41,1,13.25,5.12,14.5,3.64,1
36,6,11,1,14.5,3.5,1
32.8,1.94,19.8,1.83,16.5,2.87,1
34,6.52,18.25,1.79,18.75,0.83,1
36.5,2.29,13.25,4.02,13.75,2.28,1
40.75,1.09,16.33,1.7,18.67,3.3,1
39.25,5.36,15,6,11.67,6.94,1
35.75,1.79,21.5,3.77,17,3.24,1
34.25,1.79,21.33,1.25,10,1.41,1
31,6.2,16.75,1.92,12.25,3.7,1
36,4.24,14.5,1.66,17,1.41,1
41.67,0.47,14.33,1.7,21.25,2.17,1
43,1.58,14.75,2.68,19.25,2.59,1
37,0.82,13.33,4.64,16.75,3.03,1
35.5,2.87,20.25,0.83,14.5,2.6,1
33.75,3.9,16.5,2.06,13,4.12,1
29.75,6.61,20.33,0.47,19,1.58,1
40.75,1.09,13.75,2.17,18.75,0.83,1
42.25,0.43,14.5,3.84,14,2.92,1
34.75,4.87,13.33,5.25,13,4.53,1
33,2.12,18.25,0.43,19,2.12,1
33.5,6.87,16.75,3.03,17,3.08,1
34.5,1.5,10.67,3.68,17.67,2.49,1
41,1.41,15.5,2.18,17,2.16,1
42.25,0.43,13,5.1,17.5,1.8,1
37,2.45,20,1.41,18.25,4.26,1
35.33,0.94,21.33,0.47,14.33,4.78,1
36,2.12,18.5,1.8,13.5,2.69,1
32.25,4.44,13.75,3.03,17.25,1.92,1
40.75,1.3,14.25,3.27,16.75,2.49,1
42.75,1.48,14,3.94,16.5,4.39,1
35,4.58,17,5.48,15,5.24,1
33.25,1.79,19.75,1.3,14.25,2.59,1
34,3.81,16.25,3.77,16,2.92,1
37.25,3.63,15.33,3.09,15,0,1
41.75,0.43,14.33,3.86,14,3.56,1
40,1.63,15.33,2.87,15.67,4.5,1
36.75,1.3,20.5,1.5,20.33,3.77,1
35,2.83,15.67,1.7,13.5,1.5,1
32.25,8.17,11.75,4.66,17.75,0.43,1
40,1.73,15.25,3.77,19.75,1.48,1
44.25,0.83,13.5,2.96,13.5,7.53,1
39.25,4.21,16,1.41,17.5,3.35,1
35.25,1.3,20.75,1.09,16.5,2.96,1
33.33,1.25,17.25,1.3,13.67,3.3,1
36,3.54,11,4,19,1.63,1
40,1.22,16.33,1.25,19.75,1.09,1
42.25,0.83,14.33,2.62,16.33,5.25,1
36.25,3.56,13.75,2.77,17.67,0.47,1
36.33,0.47,21,1.22,19.67,3.4,1
36,2.45,18,0.71,12,2.45,1
29.25,3.34,14.5,3.2,11.75,6.57,1
40.25,1.3,13.67,3.4,18.67,0.94,1
41.75,0.43,13.33,5.44,15.33,3.3,1
41.5,0.5,15.33,3.09,18,1,1
36.25,0.43,19.75,2.17,14,4.74,1
34.5,3.2,16.5,1.5,15.33,2.05,1
34.75,4.09,13.75,2.38,17.25,3.11,1
40.5,1.5,13.67,4.19,16,1.63,1
42.75,0.83,13.25,3.11,19.75,1.3,1
35.67,5.31,12.67,2.62,15.67,1.25,1
36.5,0.5,19.5,1.5,16.5,6.18,1
35,2.83,17.33,0.94,16.5,1.5,1
33,7.65,14.33,3.3,19.67,0.94,1
39.25,1.79,15.75,2.86,19,1.22,1
41.75,0.43,12,3.27,15,4.9,1
41,2.94,14.33,1.25,19,2.12,1
36,1.87,19,0,20,1,1
32.67,2.49,18.75,1.48,17,4.97,1
35.33,6.65,15.67,2.49,16.25,4.02,1
37.25,1.3,14.67,4.99,17.67,1.25,1
41.8,0.98,13.75,2.59,17.75,5.07,1
41,1.41,15,2.83,16.5,4.5,1
36.75,1.3,19.33,3.09,17.67,4.71,1
35.5,1.5,14,3.54,9.25,4.55,1
30.25,8.64,15.33,2.36,16.67,2.62,1
39,2.45,15.33,5.91,17.5,1.5,1
42,0,16.33,1.25,19.33,2.49,1
39,5.2,16.5,1.5,15.5,1.5,1
35.25,1.3,21.33,1.25,17.67,2.05,1
36,0,19.25,1.3,14,0.71,1
30,3,16,0.82,10.67,4.99,1
34.5,4.97,11.25,5.93,19.25,1.79,1
40.33,1.25,13.67,3.4,16.75,1.09,1
41.75,0.43,13.5,3.5,19,2,1
36.25,2.17,18.75,2.59,19,2.45,1
33.5,1.5,19,1.73,14.75,1.79,1
37,4.53,15.33,2.62,17,1,1
36.75,3.11,15.75,4.44,17.8,1.6,1
42,0,9,4.32,18,0,1
36.67,4.11,15.25,2.68,15,4.24,1
37,0.71,18,3.67,14.5,6.5,1
33.75,2.49,15.25,4.02,10.67,4.19,1
36.25,3.27,14.25,2.28,15,2.12,1
39,1.22,13.25,4.87,17.25,2.49,1
42,0,13,5.1,18.25,3.63,1
42.5,0.87,14,1.58,14.5,5.41,1
36.5,2.29,19.5,2.29,19.5,1.12,1
35.25,1.3,20,1.58,13.67,2.36,1
35.5,3.2,16.5,2.69,13.5,2.06,1
30.5,5.68,18.67,1.7,17.25,1.48,1
40.75,1.3,13.75,4.82,19.75,1.64,1
42.75,0.83,11.75,3.77,15.75,4.32,1
39,5.2,13,2.92,11,4.3,1
34.75,1.79,21,0.82,12,7.26,1
32,1.41,18.75,0.83,15.5,2.5,1
32.75,6.76,14.25,2.49,16,4.12,1
38.5,1.5,15,2.94,18.25,1.48,1
42,0.82,17.33,1.7,19,2.74,1
42,0,16,0,17.67,2.49,1
35.25,4.44,17,3.24,15.25,5.45,1
36,0,20.25,1.3,15.25,2.17,1
36.25,4.02,17.25,2.49,15.75,2.49,1
32.5,4.09,14.33,0.47,20.33,0.94,1
40.5,1.12,15.5,2.5,18.33,0.47,1
42.25,0.43,11.75,3.96,15.75,2.49,1
39.5,3.77,15.33,1.89,12.75,3.34,1
36.5,0.5,18,0,16,0,1
33.83,2.91,18.6,1.2,15.4,3.2,1
33,3.32,12.5,0.5,19.67,1.25,1
39.25,1.09,12.5,6.73,16.75,1.09,1
42.25,0.43,14.33,3.3,19.33,2.36,1
33.67,5.91,12.25,2.95,12,3.74,1
36.25,0.43,19.75,1.3,17,1.22,1
38,2.12,14,2.74,13,1.22,1
31.67,2.36,13.67,4.19,18,2.45,1
37.75,2.77,12.75,1.48,14.75,3.7,1
41.75,1.09,8,6.04,19.25,2.49,1
39.5,5.02,14,1.41,14.75,4.44,1
34.75,2.77,19.5,1.12,20,0.71,1
35,3,20.75,2.17,17,3.08,1
35.25,3.9,18.67,0.94,16.5,1.5,1
37.5,1.5,18.25,3.11,15,8.34,1
44.25,1.3,15.5,5.59,19.75,4.92,1
41,2.16,12,2.12,16.67,2.49,1
34,2.83,20,2.94,18.25,3.7,1
36,0,23.5,1.5,14.75,2.59,1
34,1.41,19,2.83,9.5,2.5,1
36.2,2.4,15.6,5.31,13.4,3.72,1
40.25,1.64,14.33,8.06,19.25,1.79,1
43.75,1.3,15,2.45,17,4.97,1
38.25,2.49,10.75,5.07,13.5,4.97,1
35.5,1.5,22,1,16.75,3.27,1
36.75,1.3,18,4.32,12,3,1
29.25,6.76,11.25,3.7,16,4.06,1
40.5,1.12,13.25,4.92,21,0.71,1
42,0.71,14,4.24,11,6.2,1
38.75,4.55,15,2.55,13,2.24,1
33.67,3.3,17.33,6.65,19.33,1.25,1
36,0,21,0,16.5,0.87,1
34,2.94,18.67,2.87,14,2.74,1
33.5,4.72,12.75,1.3,15.5,3.77,1
40.25,1.3,13.67,0.47,17.5,2.18,1
41,1.73,10,4.74,14.5,1.66,1
36.75,0.83,17,5.96,18,3.67,1
34,2.74,15,2.16,10.5,1.5,1
36,2.12,17.67,1.7,12.33,4.92,1
37.25,4.26,13,1.67,16,1.26,1
41.5,0.87,13.5,2.6,18.25,2.77,1
40.75,2.17,11,1,14.33,4.11,1
36.33,2.49,16,3.74,13.33,3.3,1
34.5,1.5,20.75,1.48,16.5,1.5,1
32,2.83,15.67,4.78,13.25,1.3,1
33.5,5.12,16.25,3.49,17.75,3.7,1
41.5,0.87,14.5,3.28,18.25,2.77,1
41.5,0.87,13.5,4.97,14,1.41,1
36.67,0.94,18.33,1.25,19,2.12,1
32.75,2.17,20.25,0.83,15.5,2.6,1
31.67,3.09,13.75,2.05,13.75,3.19,1
35.75,3.49,11.75,5.12,14,2.45,1
41.25,1.3,17.67,1.89,16,3.16,1
42,0,16,3.74,14.25,3.27,1
36.5,2.87,17.25,2.86,17.5,2.5,1
33.5,2.18,19,1.58,15.5,3.5,1
34.75,5.26,16.75,2.59,15.33,2.62,1
36,1.87,10.67,1.89,16,2.83,1
40.75,1.09,16,2.45,14,2.12,1
39.33,2.05,17.33,4.11,15.67,0.94,1
35.25,1.3,16.25,2.49,16.75,4.76,1
33,0,19.67,1.25,18.25,4.32,1
34.25,5.97,13,2.55,14,4.69,1
35.67,2.05,13.67,4.19,17.25,2.49,1
43.33,1.25,14,3.74,19.5,2.06,1
39.75,5.76,12.5,1.5,13.33,6.13,1
34.5,2.6,19.75,2.77,17.25,4.92,1
33,2.12,21,1.87,12.5,2.87,1
33.75,2.49,11.25,5.4,12.75,3.27,1
36.75,3.9,12.25,3.49,14.25,2.49,1
41.75,0.43,14.33,2.62,13,4.42,1
38.75,5.07,13.5,6.8,11.75,5.49,1
35.25,1.3,16.5,1.5,17.33,4.5,1
35.25,2.49,17,1.58,18.33,4.5,1
30.33,2.05,11.75,4.92,14.33,1.7,1
38.33,0.94,8.5,0.5,11.67,2.05,1
40.33,0.94,17.33,1.7,18.67,0.94,1
41.25,0.43,16.67,3.09,16.75,3.11,1
37.5,1.5,9.33,3.86,17.75,1.09,1
34.75,2.77,18.75,1.48,18,4.64,1
34.5,3.57,13,5.74,12.25,5.72,1
38.33,0.47,9.67,1.25,14,2.24,1
41.25,1.3,20,1.22,19.5,1.5,1
39,5.24,16.5,4.72,16,1.87,1
34,2.45,15.25,2.17,19.75,2.77,1
33.25,1.79,19,1.41,19.33,1.25,1
35.33,1.7,17,1.41,14.33,3.4,1
35,4.74,8.75,2.17,16.75,3.27,1
41.5,1.5,16.33,3.77,21,0,1
38.25,5.12,14,6.16,10.25,6.1,1
34,2.83,11.5,2.87,16.33,5.44,1
32.33,0.94,12,1.87,16,7.79,1
37.5,1.5,14.5,2.5,16.33,3.09,1
39,0.82,10.33,2.05,13,6.68,1
40.25,1.09,14.25,2.49,16.25,0.83,1
40.5,2.06,11.67,4.11,18,2.12,1
35.5,1.5,14.25,3.11,20.75,3.49,1
35.25,2.49,19.25,2.68,17,4.08,1
32.5,7.37,13.67,1.7,20,2.35,1
37.75,1.48,10.5,2.6,17.5,2.5,1
42.5,0.87,17.33,0.47,18.33,1.7,1
39.25,5.45,14.67,3.09,12.5,6.02,1
34.5,2.6,14.75,3.27,16.75,6.38,1
34.67,1.25,20,0,2,0,1
34.25,7.26,12.25,2.17,15.67,1.7,1
36.67,2.62,12,4.32,20,3.54,1
40.67,1.25,17.33,3.09,18.75,2.49,1
41.75,0.43,18,3.56,15.33,2.49,1
37,2.92,11.25,2.59,17.75,2.49,1
33.75,1.3,18.5,1.8,19,1.87,1
33,3.67,12,3.94,18,2.55,1
38,3,12,0.82,16.67,2.36,1
42.75,0.83,17.6,3.93,19,1.9,1
38.25,4.92,12,5.52,15.25,1.79,1
34.25,1.79,15.75,1.48,17.75,3.49,1
37.67,4.19,17.67,4.03,14,1,1
34.25,4.26,12,1.87,18.5,4.39,1
38.25,2.49,13.25,2.28,13.75,4.38,1
40.5,1.5,17.25,2.59,16.75,3.11,1
36,4.74,11.67,2.87,15.5,3.57,1
34.5,1.5,18.5,2.18,18.75,2.49,1
32.25,4.97,13.75,4.6,14.5,1.8,1
35.75,1.79,11.75,5.07,18,3.08,1
41.67,0.47,17.67,2.87,14.5,2.06,1
42,2.12,9.67,6.34,14.75,2.49,1
35.75,1.79,13.75,3.03,18.5,4.09,1
34.25,4.02,17.75,1.09,16.25,3.7,1
36.5,4.33,14.75,1.09,12.67,4.92,1
40.5,1.66,10.75,6.14,18.75,1.48,1
43,1.87,17.33,2.49,15.5,2.29,1
38.25,1.92,14,0,17.67,1.25,1
37.5,1.5,15.5,3.28,19,1,1
33,2.16,17.33,3.86,14.5,2.87,1
30.5,2.69,14,3,16.5,3.2,1
38.67,2.49,7.33,7.59,16.5,3.04,1
42,0,18.33,2.05,14.75,2.17,1
36.75,3.56,10.25,3.42,16.5,5.68,1
35.75,1.79,15.25,1.09,19.25,1.48,1
35.25,2.49,14.5,3.57,13.75,1.79,1
31.67,5.79,10.67,4.78,17,4.32,1
39.75,1.3,13.5,6.22,14,5.34,1
40.5,1.5,14,2.12,15.5,2.6,1
36.25,3.34,12.33,3.77,15.67,4.11,1
33.5,2.87,20,1.22,16.75,2.68,1
32.25,3.77,13.67,1.25,13.33,3.09,1
36.5,2.69,6.75,4.15,17.5,3.04,1
41,1,18,0,17.67,0.47,1
40,1.41,13.67,1.25,17,1.22,1
37,1.22,15.75,2.49,19.5,2.69,1
32,1.41,19.5,1.5,17.67,2.87,1
32.67,2.49,13.67,1.7,13,5.34,1
38.67,0.47,7,5.35,9.75,6.98,1
42,0,18,0.82,15.25,1.48,1
40.25,2.17,13.75,5.36,12,6.4,1
35.75,1.79,15,3,18,2.12,1
35.25,1.3,18.75,1.79,13.25,3.27,1
30.75,5.76,13,5.72,14.25,3.9,1
35,4.12,6.5,3.84,13.25,3.7,1
40.5,1.5,16.67,1.89,16.67,1.25,1
41.5,0.87,16.33,0.47,15,1.41,1
36,0,14.33,1.25,21,0,1
32.5,0.87,18,2.12,17.25,3.27,1
37.67,3.3,14.33,0.94,18.25,3.7,1
37,1.22,10,3.16,15.5,2.87,1
38.5,0.5,15.5,2.6,17.5,4.92,1
40.5,1.12,15.25,2.17,19.25,1.3,1
36.75,3.27,12.5,4.5,19.75,1.3,1
34,1.73,18.33,0.47,18.33,2.62,1
32.67,5.31,16.33,3.3,17,1.41,1
37.5,1.5,11.25,4.44,15.25,7.15,1
41.25,1.3,14.25,4.49,14.25,4.92,1
41.5,1.5,13,1.63,13.67,1.25,1
36,0,13.5,2.69,19,2.83,1
31,0.82,16,1.41,17,4.74,1
32.5,2.29,14.25,2.86,14.75,3.56,1
38.75,1.09,8.33,2.87,16,4.06,1
42.33,0.47,19,1.63,18.75,3.9,1
41.5,1.12,9.75,5.8,20.75,1.79,1
36.75,1.3,15.75,6.94,19.25,3.34,1
34.75,1.79,18.25,3.7,13,3.24,1
30.75,9.12,13.5,7.23,20.25,1.3,1
39,1.87,15,3.24,18.5,3.57,1
43.25,1.48,16.67,3.4,12.5,2.5,1
36.25,3.19,15.25,5.93,13.5,7.02,1
33.5,1.5,22.33,1.25,15,0,1
35,3.74,17.67,2.87,16,3.67,1
34.67,4.78,14.75,3.27,12.33,3.4,1
41,1.22,17,3.67,15.5,3.2,1
41.75,0.83,14.33,4.03,12.5,4.5,1
34.67,2.36,21,0,17,2.16,1
34.75,1.79,17,1,15,1.87,1
27.75,10.76,16,1.41,17,4.85,1
37.5,2.6,15.25,3.56,19.25,1.3,1
42.5,1.5,19,1.73,14.5,4.72,1
35.5,3.91,13,2.16,15,4.97,1
36,0,22.5,1.66,17.5,5.55,1
38,1.63,17.75,3.49,14.33,3.86,1
34.67,2.36,15.33,1.89,18.67,1.7,1
40.67,1.7,3,0,18.67,4.71,1
42.75,1.09,13,7.12,15.33,2.49,1
35.25,4.44,17.67,4.71,15.33,5.19,1
31,0.82,20.5,1.5,16,1.22,1
30.75,3.9,12,9,16.25,1.3,1
38.25,3.27,16.75,2.49,17.5,2.06,1
43.25,1.3,18,2.12,16.75,2.95,1
37.5,3.2,14,3.32,15.75,2.86,1
36,2.12,20.5,0.5,15.25,3.7,1
31.67,1.25,21.67,0.94,13,3,1
36,3.74,12.5,3.77,19.25,1.64,1
40,1.22,13.25,2.95,15,8.75,1
44,0.82,17,3.54,19,0.82,1
38.5,4.15,12.5,5.22,15.25,5.45,1
36.67,0.94,19.67,1.25,18,6.75,1
34.75,1.79,19.5,2.6,14,2.12,1
32.25,6.76,10.67,4.78,14.75,4.66,1
38.75,2.17,14,2.94,19.25,1.79,1
42.5,0.87,19.33,1.7,17,2.45,1
37.25,3.19,15.33,1.7,15.33,1.25,1
36.33,0.47,19,1.58,18.33,4.5,1
36,4.06,17.25,3.9,11.5,6.26,1
33.5,4.5,15,4.42,12,2.74,1
38.5,0.5,11.67,7.76,20,1.58,1
43.25,1.3,18.33,2.49,17.25,3.27,1
39.75,2.49,9.5,4.27,13.5,3.35,1
35.25,3.27,15.67,1.25,19,0.82,1
34,4.24,16,1.22,15.25,2.77,1
36.33,2.36,10.75,3.49,19.25,2.05,1
42,0,15.33,2.49,19,3.46,1
40.67,2.05,13.75,7.36,14.33,4.19,1
36,1.87,19,3.56,20.67,5.44,1
33.75,3.77,22,0.71,11.75,3.49,1
32,4,11.5,3.5,20.33,0.47,1
38.75,1.3,13.75,2.28,18.25,2.17,1
42.75,0.83,17.5,1.5,19.75,2.17,1
43.67,1.25,13,2.16,11.25,2.49,1
36,4.24,16.5,6.22,20.25,3.34,1
32.75,2.17,23.75,0.43,14.75,3.7,1
35,4.08,19.33,6.6,17.75,5.36,1
37,3.74,13.5,3.35,17.25,2.28,1
42,2.12,15.75,6.3,19,2.12,1
39.75,5.76,15.5,2.29,15.25,4.38,1
34.5,1.5,21.75,0.83,18.75,3.9,1
33.75,3.27,19.75,2.77,13.33,5.19,1
35,3.74,13.67,4.78,17,3.24,1
40.5,1.5,11,3,17.5,2.06,1
43,0.71,12.25,1.92,11.25,5.12,1
36,3.32,9.33,6.94,11.33,4.19,1
33.25,1.64,19.5,1.5,15.75,2.49,1
34,3.67,14.25,3.9,15.25,3.7,1
39,0,13,1,20.67,0.47,1
43,1,11.67,5.56,19,2.16,1
43.75,1.09,16.5,1.12,11.67,8.22,1
36,4.24,14.25,7.46,15.25,2.49,1
32.25,2.49,16,3.94,12.25,3.7,1
29.33,6.8,13,1,20.33,0.47,1
39,1.87,13.25,5.26,20.33,2.49,1
43.25,1.09,17.67,2.05,19.33,2.05,1
37,3.24,11.33,2.62,15.75,2.59,1
33,2.12,18.25,2.17,19.5,2.69,1
35.75,5.26,17,1.58,10,4.24,1
38.25,1.48,15,0,16.67,2.87,1
42.25,1.79,15,6.48,19.67,0.94,1
43,1.41,12.67,2.49,19.67,1.25,1
33,2.45,18,4.24,15.75,4.32,1
33.25,0.43,15.25,2.28,12.5,2.29,1
31.67,5.44,19.67,1.25,16.75,3.49,1
37.75,1.3,12.67,3.68,18,3.54,1
41,1.22,16.33,5.25,19.33,1.25,1
42.33,1.25,12.5,1.5,18.33,2.49,1
33.75,2.49,18,4.3,18.75,2.28,1
33,0,15,2.24,15.5,0.87,1
33,5.61,15.5,5.12,17.5,3.35,1
36.67,0.94,13.67,3.77,17,4.9,1
40.25,2.05,18,0.71,19.5,2.6,1
42.75,1.09,13.75,2.68,11.5,6.42,1
36.25,2.05,19.33,1.25,17.75,4.09,1
33,1.87,17.33,0.94,14,2.16,1
32.25,5.54,15,4.12,20.5,0.87,1
39,0,14.25,2.68,19.5,1.5,1
43.75,1.79,20,0.71,18.67,1.7,1
39.67,3.3,15,2.45,17.33,0.94,1
35,1.22,22.75,1.3,19.25,3.27,1
33.25,3.49,19.75,2.77,14.25,3.96,1
35,4.9,11.5,3.5,14,4.06,1
40.75,1.3,14.75,3.9,13.25,1.79,1
43.75,1.3,17,2.16,15,2.94,1
34.25,5.45,11.33,2.87,16.25,2.49,1
32.25,3.27,15.75,1.3,21,0.71,1
31.75,3.03,16.33,3.09,13.75,2.05,1
37.67,1.25,16.33,1.25,16.67,1.7,1
44,1.58,11.5,1.8,19.25,1.79,1
38.5,4.15,12.75,3.27,15.75,2.59,1
34.75,1.79,14.75,2.77,14.5,7.83,1
33.33,4.71,17,1.41,10.5,6.34,1
33.33,4.03,15,0,16.75,4.32,1
40,1.22,10.75,4.44,20,2.12,1
43.75,1.3,13.33,3.09,18,2.55,1
33.75,5.63,15.5,2.87,17,2.74,1
32,1.22,20,1.22,14.25,2.49,1
34.5,3.35,12,4.36,18.5,2.29,1
38.25,1.48,14.5,1.5,17.25,0.83,1
42.5,0.87,14.67,2.62,18.67,0.94,1
35.5,4.09,11.75,2.17,15.25,3.9,1
33.5,0.87,16.75,2.28,17.25,2.28,1
